Archivo,Primer Umbral Superado,Segundo Umbral Superado,Inversa
295,2.01655707e-07,3.44368289e-05,29209.725166644344
296,1.59669962e-05,5.8453664e-05,23536.795229679083
297,1.56723535e-05,5.72071268e-05,24076.211823214646
298,1.54016619e-05,5.59693678e-05,24650.149122679377
299,2.228e-07,3.10338764e-05,32455.860581358982
300,7.428e-07,3.07414914e-05,33334.78739675958
301,1.425328e-05,5.21274172e-05,26403.241735101492
302,1.396328e-05,5.09734277e-05,27019.616568566144
303,1.36812028e-05,4.98463126e-05,27650.959876250672
304,1.34036333e-05,4.87454363e-05,28295.104242417965
305,5.28e-09,2.625628e-05,38093.786903356064
306,5.28e-09,2.55481485e-05,39149.870735935554
307,1.260228e-05,4.558248e-05,30321.223036852414
308,1.2344155e-05,4.45734159e-05,31027.705013241553
309,1.209128e-05,4.35860194e-05,31751.334319661015
310,1.184428e-05,4.2621669e-05,32491.385152912095
311,1.160128e-05,4.16784529e-05,33247.805680566475
312,1.136328e-05,4.07559822e-05,34022.05054831604
313,1.1130155e-05,3.98543348e-05,34813.874824721715
314,1.09006298e-05,3.89714362e-05,35624.1992392495
315,1.06762412e-05,3.81092201e-05,36452.475819168154
316,1.045428e-05,3.7263447e-05,37300.67405675081
317,1.024128e-05,3.6441414e-05,38167.74372222676
318,1.00266285e-05,3.56314244e-05,39055.18340804271
319,1.428e-08,1.761528e-05,56814.953695812736
320,9.61428e-06,3.40694722e-05,40891.111867851105
321,9.41428e-06,3.33144442e-05,41840.716726121915
322,9.21828e-06,3.25764429e-05,42811.58600876098
323,9.02628e-06,3.18544751e-05,43805.47807741489
324,8.83828e-06,3.11494586e-05,44820.581553679105
325,8.65328e-06,3.04594255e-05,45858.631916401726
326,8.4723007e-06,2.97845538e-05,46921.36468668346
327,8.29925255e-06,2.91283369e-05,48009.79165461971
328,8.12124848e-06,2.84793228e-05,49120.559453778435
329,7.95028e-06,2.78483884e-05,50256.03338255007
330,7.78328e-06,2.72313734e-05,51418.92212426334
331,7.62828e-06,2.66373834e-05,52606.37384927896
332,7.46128e-06,2.60404089e-05,53823.83670312983
333,7.30228e-06,2.54624244e-05,55065.64143840177
334,7.14922802e-06,2.48992659e-05,56337.907939157594
335,7.00128e-06,2.43514601e-05,57636.28932013218
336,1.628e-08,1.06489746e-05,94049.53660570671
337,6.70628e-06,2.32824482e-05,60327.57317218825
338,6.56428e-06,2.2767441e-05,61716.352753638625
339,6.42628e-06,2.22654599e-05,63134.58186051664
340,6.29074612e-06,2.17738407e-05,64586.57181437951
341,6.15828e-06,2.12924724e-05,66075.54427549105
342,6.02828e-06,2.08234381e-05,67589.6798966954
343,5.90062838e-06,2.03630718e-05,69144.60931388038
344,5.77628e-06,1.99144449e-05,70730.53731322657
345,5.65428e-06,1.94750491e-05,72354.8735070033
346,5.53528e-06,1.90474084e-05,74007.58565911792
347,5.41828e-06,1.86277411e-05,75703.31540625832
348,5.30428e-06,1.82184022e-05,77434.60875722548
349,5.19228e-06,1.78173763e-05,79207.31662062649
350,5.08628e-06,1.74294508e-05,81016.45972524339
351,4.97628e-06,1.70444511e-05,82862.5971337115
352,4.87228e-06,1.66714598e-05,84751.65367002883
353,4.77028e-06,1.63064476e-05,86683.90011948162
354,4.67028e-06,1.5950542e-05,88650.42319052518
355,4.57328e-06,1.56024478e-05,90668.67220933932
356,4.49028e-06,1.52744606e-05,92728.41740057654
357,4.38628e-06,1.49314592e-05,94830.06225252198
358,4.29528e-06,1.46074386e-05,96972.90730187179
359,4.20728e-06,1.42913949e-05,99165.86729887419
360,4.12128e-06,1.39824077e-05,101408.28010978905
361,4.05125635e-06,1.36942887e-05,103701.81948005182
362,3.95528e-06,1.33864028e-05,106031.91382472511
363,3.87428e-06,1.3098433e-05,108411.0378481363
364,3.79662998e-06,1.28170915e-05,110859.07276283132
365,3.71971452e-06,1.25428743e-05,113338.0812468977
366,3.64528e-06,1.22754438e-05,115872.65585851338
367,3.57267759e-06,1.20138539e-05,118466.9012084644
368,3.50128e-06,1.17584255e-05,121107.22767329217
369,3.43228e-06,1.15094001e-05,123806.50375620884
370,3.36462792e-06,1.12659843e-05,126560.54883579368
371,3.29828e-06,1.1027365e-05,129381.42095733197
372,3.23428e-06,1.07964337e-05,132237.46034148976
373,3.17128e-06,1.05696809e-05,135164.34341912993
374,3.11028e-06,1.0348437e-05,138156.7158601285
375,3.05128e-06,1.0133455e-05,141199.5608693657
376,3.03875744e-06,9.96895391e-06,144296.0534133313
377,2.97028e-06,9.751429e-06,147467.63417232092
378,2.8824103e-06,9.51791276e-06,150704.48787084015
379,2.82828e-06,9.32277726e-06,153976.50656642206
380,2.77628e-06,9.13160066e-06,157348.47279916794
381,2.72528e-06,8.94544023e-06,160767.562735277
382,2.67628e-06,8.76446347e-06,164252.6058762155
383,2.66828e-06,8.62836847e-06,167782.74433902826
384,2.59713648e-06,8.43105114e-06,171411.4892451992
385,2.53628e-06,8.24744377e-06,175095.66180764593
386,2.49203695e-06,8.08319478e-06,178853.83142546704
387,2.45028e-06,7.92446003e-06,182675.7604827987
388,2.40828e-06,7.76837183e-06,186563.96787888618
389,2.40628e-06,7.65434086e-06,190546.57075756547
390,2.32988117e-06,7.46905351e-06,194583.86172743136
391,2.29228e-06,7.32548585e-06,198680.52883233456
392,2.25613662e-06,7.18564333e-06,202860.05453068955
393,2.22028e-06,7.04737608e-06,207163.88972311484
394,2.18728e-06,6.91546644e-06,211497.582146951
395,2.15428e-06,6.78647192e-06,215880.51990730126
396,2.12128e-06,6.65877432e-06,220385.95080819848
397,2.09197041e-06,6.53706182e-06,224967.25213576658
398,2.06228e-06,6.41739583e-06,229615.0180694505
399,2.03528e-06,6.30243975e-06,234347.91725339083
400,2.42362729e-06,6.60604931e-06,239095.91026875854
401,1.981628e-06,6.081028e-06,243938.13728838367
402,1.958828e-06,5.976728e-06,248886.23410239184
403,1.993028e-06,5.931428e-06,253910.2173471461
404,1.913728e-06,5.774528e-06,259013.67592208867
405,1.890928e-06,5.676028e-06,264193.81258090935
406,1.873728e-06,5.584928e-06,269454.6238413452
407,1.855528e-06,5.494528e-06,274800.7694421545
408,1.834828e-06,5.403328e-06,280229.7884265097
409,1.819528e-06,5.319228e-06,285738.7776095094
410,1.813228e-06,5.245728e-06,291332.84777858696
411,2.078828e-06,5.445828e-06,297000.29700029694
412,1.779828e-06,5.082628e-06,302773.4043841589
413,1.766328e-06,5.006528e-06,308622.9245108327
414,1.759228e-06,4.938328e-06,314554.43364474224
415,1.775828e-06,4.895228e-06,320574.46944925305
416,1.935428e-06,4.996528e-06,326679.9516513671
417,1.740228e-06,4.744328e-06,332878.39952065505
418,1.866828e-06,4.815228e-06,339167.0058336725
419,1.787228e-06,4.681328e-06,345530.5621782246
420,1.765928e-06,4.606928e-06,351988.73636043654
421,2.015528e-06,4.804628e-06,358538.5966799326
422,1.822628e-06,4.560928e-06,365190.0814373882
423,1.907328e-06,4.596128e-06,371913.1210949123
424,2.016428e-06,4.656928e-06,378716.1522438931
425,1.924728e-06,4.517928e-06,385623.93953416625
426,1.868828e-06,4.415928e-06,392603.3528326331
427,2.209228e-06,4.711128e-06,399696.230864543
428,1.893428e-06,4.351228e-06,406867.9306697047
429,2.100128e-06,4.514928e-06,414112.970018221
430,2.057228e-06,4.429928e-06,421460.783074135
431,2.027128e-06,4.358728e-06,428890.03259564243
432,1.983428e-06,4.274828e-06,436414.4191324081
433,2.009828e-06,4.262028e-06,444010.30103898415
434,1.985028e-06,4.198928e-06,451691.5849857718
435,1.964628e-06,4.141128e-06,459453.25063174823
436,2.027828e-06,4.167728e-06,467311.55661479506
437,2.281028e-06,4.385228e-06,475239.9961980801
438,2.211828e-06,4.281128e-06,483255.20707485615
439,2.154928e-06,4.190128e-06,491352.2012578616
440,2.107728e-06,4.109628e-06,499525.4508217193
441,2.103028e-06,4.072328e-06,507794.6478444117
442,2.193928e-06,4.131428e-06,516129.0322580645
443,2.177528e-06,4.084028e-06,524521.3742460004
444,2.082228e-06,3.958328e-06,533020.6278982997
445,2.133328e-06,3.979728e-06,541594.4540727902
446,2.074428e-06,3.891928e-06,550206.3273727648
447,2.404928e-06,4.194228e-06,558877.7734309505
448,2.357628e-06,4.119128e-06,567697.9846721544
449,2.317028e-06,4.051528e-06,576535.0245027385
450,2.333228e-06,4.041428e-06,585411.5443156539
451,2.407828e-06,4.090228e-06,594388.9681407512
452,2.255728e-06,3.912928e-06,603427.4680183443
453,2.288928e-06,3.921528e-06,612519.9068969741
454,2.321428e-06,3.930028e-06,621658.5851050601
455,2.282728e-06,3.867928e-06,630835.225839011
456,2.657128e-06,4.219428e-06,640081.9304871024
457,2.306728e-06,3.846528e-06,649434.9915573449
458,2.301428e-06,3.819328e-06,658804.9278608605
459,2.685328e-06,4.182128e-06,668091.9294494921
460,2.534528e-06,4.010228e-06,677644.5076912651
461,2.451928e-06,3.907328e-06,687096.3309055931
462,2.463528e-06,3.899028e-06,696621.3862765586
463,2.495828e-06,3.911828e-06,706214.6892655365
464,2.434128e-06,3.831228e-06,715768.3773530887
466,2.411828e-06,3.772128e-06,735131.9561861352
467,2.416028e-06,3.758728e-06,744768.0047665153
468,2.396028e-06,3.721428e-06,754489.2108042855
469,2.419628e-06,3.728128e-06,764233.8555598014
470,2.427228e-06,3.719328e-06,773933.9060444239
471,2.781228e-06,4.057728e-06,783392.0877399138
472,2.406028e-06,3.666328e-06,793461.8741569468
473,2.788128e-06,4.033428e-06,803019.3527664016
474,2.665328e-06,3.895728e-06,812743.8231469443
475,2.740128e-06,3.955928e-06,822503.701266656
476,2.619828e-06,3.821228e-06,832362.2440486099
477,2.614428e-06,3.801928e-06,842105.2631578947
478,4.910428e-06,6.084328e-06,851861.3169775961
479,2.544528e-06,3.705228e-06,861549.0652192641
481,2.564628e-06,3.699728e-06,880979.6493700997
482,2.544328e-06,3.667128e-06,890630.5664410403
483,2.185328e-06,3.295928e-06,900414.1905276427
484,2.514828e-06,3.613828e-06,909918.1073703367
485,2.455828e-06,3.543628e-06,919286.6335723478
486,2.563928e-06,3.640328e-06,929022.668153103
487,2.851428e-06,3.917928e-06,937646.5072667602
488,2.805528e-06,3.860728e-06,947687.6421531462
489,2.398828e-06,3.443728e-06,957029.3808019906
490,2.393128e-06,3.427828e-06,966463.7092877162
491,2.388428e-06,3.413328e-06,975704.9468240803
492,2.396628e-06,3.411828e-06,985027.5807722616
493,2.721728e-06,3.728728e-06,993048.65938431
494,2.711628e-06,3.709628e-06,1002004.008016032
495,2.692228e-06,3.680328e-06,1012043.3154539015
496,2.666828e-06,3.646528e-06,1020720.6287639072
497,2.640928e-06,3.612328e-06,1029442.042413012
498,2.639528e-06,3.602528e-06,1038421.5991692623
500,2.620328e-06,3.567828e-06,1055408.9709762535
501,2.595728e-06,3.535428e-06,1064169.4157709905
502,2.612528e-06,3.544728e-06,1072731.1735679037
503,2.571928e-06,3.497128e-06,1080847.3843493299
504,2.861928e-06,3.781028e-06,1088020.8900010881
505,2.512328e-06,3.424028e-06,1096852.0346605242
506,2.513528e-06,3.418428e-06,1105094.485578517
507,2.520528e-06,3.419028e-06,1112966.0545353368
508,2.503228e-06,3.395528e-06,1120699.3163734172
509,2.507728e-06,3.394028e-06,1128286.133363421
510,2.805628e-06,3.688028e-06,1133272.8921124204
511,2.702928e-06,3.578728e-06,1141813.1993605844
513,2.710928e-06,3.576928e-06,1154734.4110854506
514,2.633728e-06,3.494128e-06,1162250.1162250112
515,2.608928e-06,3.463028e-06,1170823.0886313077
516,2.601928e-06,3.451828e-06,1176609.012825038
517,2.574428e-06,3.419728e-06,1183011.9484206787
518,2.524828e-06,3.365628e-06,1189343.4823977163
519,2.552028e-06,3.387928e-06,1196315.3487259236
520,2.446828e-06,3.279028e-06,1201634.2225426575
521,2.412028e-06,3.239728e-06,1208167.210341911
522,2.477328e-06,3.301128e-06,1213886.8657441125
524,2.367128e-06,3.183428e-06,1225039.8137939489
525,2.323028e-06,3.135528e-06,1230769.230769231
526,2.288628e-06,3.097728e-06,1235941.169200346
527,2.300128e-06,3.105528e-06,1241619.0712689348
528,2.539328e-06,3.343328e-06,1243781.0945273628
529,2.268028e-06,3.067528e-06,1250781.7385866165
530,2.508028e-06,3.307328e-06,1251094.7078693856
531,2.482528e-06,3.277928e-06,1257229.067136032
532,2.427228e-06,3.220328e-06,1260875.0472828147
533,2.297428e-06,3.086628e-06,1267105.9300557526
534,2.388628e-06,3.176728e-06,1268874.5083111278
535,2.343228e-06,3.128428e-06,1273560.8762098833
536,2.348028e-06,3.131228e-06,1276813.0745658835
537,2.420328e-06,3.199528e-06,1283367.5564681722
538,2.316928e-06,3.095328e-06,1284686.5364850976
539,2.504728e-06,3.281828e-06,1286835.6710848021
540,2.260928e-06,3.036928e-06,1288659.7938144333
541,2.287928e-06,3.062528e-06,1290988.897495482
542,2.172828e-06,2.943328e-06,1297858.533419857
543,1.716728e-06,2.485728e-06,1300390.1170351102
544,1.701328e-06,2.468728e-06,1303101.3812874642
545,1.686728e-06,2.452628e-06,1305653.479566523
546,1.672428e-06,2.436928e-06,1308044.4735120996
547,1.659528e-06,2.422828e-06,1310100.8777675885
548,1.646528e-06,2.408428e-06,1312508.2031762698
549,1.634528e-06,2.395328e-06,1314405.8885383804
550,1.622728e-06,2.382428e-06,1316309.0693694877
551,1.611328e-06,2.370028e-06,1318044.022670357
552,1.600628e-06,2.358428e-06,1319609.3956188965
553,1.590428e-06,2.347428e-06,1321003.9630118888
554,1.580428e-06,2.336728e-06,1322226.6296443213
555,1.571628e-06,2.327228e-06,1323451.561672843
556,1.562328e-06,2.317328e-06,1324503.3112582779
557,1.553828e-06,2.308328e-06,1325381.0470510272
558,1.545628e-06,2.299628e-06,1326259.9469496023
559,1.537528e-06,2.291128e-06,1326963.9065817413
560,1.529728e-06,2.283028e-06,1327492.3669188905
561,1.522928e-06,2.275928e-06,1328021.2483399734
562,1.515828e-06,2.268528e-06,1328550.5513484792
563,1.508628e-06,2.261228e-06,1328727.0794578793
564,1.503128e-06,2.255528e-06,1329080.276448697
565,1.496728e-06,2.249128e-06,1329080.276448697
566,1.491528e-06,2.243828e-06,1329256.9453675395
567,1.485428e-06,2.237728e-06,1329256.9453675393
568,1.480628e-06,2.232928e-06,1329256.9453675393
569,1.475928e-06,2.228328e-06,1329080.2764486978
570,1.471628e-06,2.224128e-06,1328903.65448505
571,1.728028e-06,2.486028e-06,1319261.2137203165
572,1.717028e-06,2.475028e-06,1319261.2137203165
573,1.705528e-06,2.463628e-06,1319087.191663369
574,1.697528e-06,2.455728e-06,1318913.2155104193
575,1.688028e-06,2.446428e-06,1318565.4008438818
576,1.680628e-06,2.439228e-06,1318217.7695755342
577,1.674828e-06,2.433728e-06,1317696.6662274343
578,1.667328e-06,2.426428e-06,1317349.4928204452
579,1.660128e-06,2.419328e-06,1317175.9747102207
580,1.654728e-06,2.414328e-06,1316482.3591363877
581,1.648328e-06,2.408128e-06,1316135.825217163
582,1.642928e-06,2.402928e-06,1315789.4736842106
583,1.636128e-06,2.396428e-06,1315270.288044193
584,1.624328e-06,2.384528e-06,1315443.3043935804
585,1.619328e-06,2.379728e-06,1315097.3172014726
586,1.613028e-06,2.373528e-06,1314924.3918474684
587,1.609128e-06,2.369628e-06,1314924.3918474684
588,1.602528e-06,2.362928e-06,1315097.3172014726
589,1.597128e-06,2.357328e-06,1315443.3043935804
590,1.594928e-06,2.354828e-06,1315962.6266614033
591,1.588928e-06,2.348228e-06,1317002.5023047542
592,1.585328e-06,2.343828e-06,1318391.5622940017
593,1.580128e-06,2.337728e-06,1319957.7613516368
594,1.576228e-06,2.332928e-06,1321527.6860050217
595,1.572528e-06,2.328128e-06,1323451.5616728424
596,1.568428e-06,2.322928e-06,1325381.047051027
597,1.564628e-06,2.317928e-06,1327492.3669188905
598,1.562428e-06,2.314528e-06,1329610.4241457253
599,1.556728e-06,2.307628e-06,1331735.2510320947
600,1.553528e-06,2.303328e-06,1333688.9837289944
